task_id,title,language,repository,base_commit_hash,prompt_characters,category,f2p_test_count,p2p_test_count,gold_patch_files,gold_patch_insertions,gold_patch_deletions,gold_patch_changed_lines,total_trials,effective_trials,excluded_trials,error_rate,verifier_timeouts,model_coverage,config_coverage,minimum_effective_repeats,base_model_equal_pass_rate,config_equal_pass_rate,low_model_count,high_model_count,item_rest_correlation_config,item_rest_correlation_base_model,between_config_variance,within_config_mean_variance,discrimination_signal_ratio,v1_pass_rate,v1_1_pass_rate_on_shared_rollouts,v1_to_v1_1_delta,scoring_sensitive,rank_score,difficulty_band,patch_size_band,layer_01_stable,layer_01_exclusion_reasons,layer_02_broad,layer_02_exclusion_reasons,layer_03_core,layer_03_exclusion_reasons
meriyah-explicit-resource-declarations,Add explicit resource management declarations to the parser,typescript,meriyah/meriyah,d141eb14a40b79c04d1b1db5c20c6afa3844c0d9,1256,feature_request,49,51469,6,573,6,579,200,200,0,0.0,0,18,50,4,0.250694,0.225,12,2,0.140897,0.025567,0.108125,0.016563,0.867168,0.375,0.35,-0.025,False,0.293368,hard,small,True,[],False,"[""high_model_count""]",False,"[""base_model_equal_pass_rate"", ""config_equal_pass_rate"", ""high_model_count"", ""item_rest_correlation_config""]"
mnamer-daemon-watch-lifecycle,"Validate daemon watch, status, and log lifecycle",python,jkwill87/mnamer,73f5b537c8cad998e8e6d6bc40ad60e2e23bf268,2839,feature_request,51,319,3,660,2,662,200,199,1,0.005,0,18,50,3,0.510648,0.551667,6,5,0.667047,0.69089,0.159136,0.022419,0.876517,0.725,0.6,-0.125,True,0.746068,medium,medium,True,[],True,[],True,[]
mobly-grouped-test-barriers,Add grouped test phases with synchronized barriers,python,google/mobly,ec052921917ef201e73cc8e275dc91c5706b345f,2518,feature_request,79,808,3,587,30,617,200,200,0,0.0,0,18,50,4,0.558333,0.61,4,10,0.66915,0.656278,0.1504,0.021875,0.873023,0.65,0.625,-0.025,False,0.728125,medium,medium,True,[],True,[],True,[]
narwhals-rolling-window-suite,"Add rolling min, max, median, and quantile methods",python,narwhals-dev/narwhals,061c97f8a01bf9e721835978b039303c5051501c,2140,feature_request,103,10093,11,810,3,813,200,200,0,0.0,0,18,50,4,0.85,0.89,1,15,0.662901,0.703023,0.0679,0.0075,0.900531,0.3,0.95,0.65,True,0.684167,easy,large,True,[],False,"[""base_model_equal_pass_rate"", ""config_equal_pass_rate"", ""low_model_count""]",False,"[""base_model_equal_pass_rate"", ""config_equal_pass_rate"", ""low_model_count""]"
numba-stencil-boundary-modes,Add boundary modes to `@stencil`,python,numba/numba,5781334aa654972fdc749003e7c1e93e6d277110,797,feature_request,29,827,3,535,74,609,200,198,2,0.01,0,18,50,3,0.590046,0.648333,3,6,0.713315,0.596476,0.127303,0.025544,0.832878,0.7692,0.75,-0.0192,False,0.718677,medium,medium,True,[],True,[],False,"[""low_model_count""]"
obsidian-linter-auto-table-of-contents,Add automatic table of contents generation for Obsidian linter,typescript,platers/obsidian-linter,6393b3ab32a2ace1fc24d4b0f5e0f13a179c874f,1459,feature_request,41,1131,5,549,1,550,200,200,0,0.0,0,18,50,4,0.05,0.03,17,1,0.246785,0.404632,0.0166,0.003125,0.841572,0.125,0.0,-0.125,True,0.390526,hard,small,True,[],False,"[""base_model_equal_pass_rate"", ""config_equal_pass_rate"", ""high_model_count""]",False,"[""base_model_equal_pass_rate"", ""config_equal_pass_rate"", ""high_model_count"", ""item_rest_correlation_config""]"
obsidian-linter-link-format-conversion,Add link format conversion between wiki and markdown syntax,typescript,platers/obsidian-linter,6393b3ab32a2ace1fc24d4b0f5e0f13a179c874f,2097,feature_request,60,1131,3,769,0,769,200,200,0,0.0,0,18,50,4,0.2625,0.26,12,3,-0.166138,-0.268519,0.0749,0.029375,0.718293,0.225,0.25,0.025,False,0.054267,hard,medium,True,[],True,[],False,"[""base_model_equal_pass_rate"", ""config_equal_pass_rate"", ""high_model_count"", ""item_rest_correlation_config""]"
obsidian-linter-scoped-ignore-markers,Add scoped per-rule ignore markers to Obsidian Linter,typescript,platers/obsidian-linter,6393b3ab32a2ace1fc24d4b0f5e0f13a179c874f,2142,feature_request,33,1133,6,922,7,929,200,200,0,0.0,0,18,50,4,0.620139,0.675,5,8,0.674072,0.657857,0.118125,0.025313,0.823529,0.85,0.75,-0.1,True,0.708475,easy,large,True,[],True,[],True,[]
ofetch-per-origin-circuit-breaker,Add a per-origin circuit breaker to ofetch,typescript,unjs/ofetch,dfbe3ca4ef8a22fc023fca5a5ef530e525f5e523,3376,feature_request,47,13,3,490,124,614,200,189,11,0.055,0,18,49,0,0.730324,0.82483,2,11,0.667669,0.526063,0.080001,0.016499,0.829027,0.9474,0.8182,-0.1292,True,0.651707,easy,medium,False,"[""minimum_effective_repeats"", ""error_rate""]",False,"[""config_equal_pass_rate"", ""low_model_count""]",False,"[""base_model_equal_pass_rate"", ""config_equal_pass_rate"", ""low_model_count""]"
onedump-dump-encryption-pipeline,Add transparent encryption to dump uploads,go,liweiyi88/onedump,a48e806195c538a73b6916b281939577b370952d,2449,feature_request,82,6,11,484,41,525,200,200,0,0.0,0,18,50,4,0.352778,0.33,8,2,0.246969,0.235845,0.0911,0.0325,0.737055,0.425,0.4,-0.025,False,0.388064,hard,small,True,[],False,"[""high_model_count""]",False,"[""high_model_count"", ""item_rest_correlation_config""]"
opa-rego-rule-profiling,Add rule evaluation profiling to Rego,go,open-policy-agent/opa,1ac64ef1a57a531c2723c59848890b88e816d777,2849,feature_request,25,6,3,515,0,515,200,200,0,0.0,0,18,50,4,0.536806,0.62,5,8,0.387146,0.305508,0.1206,0.02875,0.807499,0.5278,0.475,-0.0528,False,0.504731,medium,small,True,[],True,[],True,[]
opa-template-string-reconstruction,Reconstruct template strings in partial evaluation output,go,open-policy-agent/opa,1ac64ef1a57a531c2723c59848890b88e816d777,1042,bugfix,5,4,4,505,0,505,199,199,0,0.0,0,18,50,3,0.605556,0.615,2,7,0.715162,0.718161,0.125525,0.027813,0.818619,0.625,0.675,0.05,False,0.743976,easy,small,True,[],False,"[""low_model_count""]",False,"[""low_model_count""]"
optique-conditional-option-dependencies,Add conditional option dependencies to Optique,typescript,dahlia/optique,14bbe4efc7ded67932771b9ca18d9d637bb4cf27,2991,feature_request,36,2034,5,578,23,601,200,200,0,0.0,0,18,50,4,0.28125,0.29,11,1,0.511036,0.473225,0.0934,0.028125,0.768566,0.25,0.325,0.075,False,0.558236,hard,medium,True,[],False,"[""high_model_count""]",False,"[""base_model_equal_pass_rate"", ""config_equal_pass_rate"", ""high_model_count""]"
oxvg-structural-selector-preservation,Preserve structure needed by stylesheet selectors,rust,noahbald/oxvg,1fd7fab851ecc975e008be0e3e279568ce4e2b51,757,enhancement,6,62,3,816,5,821,199,197,2,0.01005,0,18,50,3,0.181019,0.123333,13,0,0.243343,0.149553,0.043678,0.016481,0.726036,0.2,0.1,-0.1,True,0.328303,hard,large,True,[],False,"[""base_model_equal_pass_rate"", ""config_equal_pass_rate"", ""high_model_count""]",False,"[""base_model_equal_pass_rate"", ""config_equal_pass_rate"", ""high_model_count"", ""item_rest_correlation_config""]"
participle-grammar-conflict-analysis,Add build-time grammar conflict analysis to participle,go,alecthomas/participle,1051d4767b5a469936daf5f1cebb63da6c9fb776,2991,feature_request,91,153,14,764,0,764,200,196,4,0.02,0,18,50,2,0.407639,0.325,8,4,0.318747,0.154022,0.123125,0.024063,0.836518,0.425,0.2895,-0.1355,True,0.430773,medium,medium,False,"[""minimum_effective_repeats""]",False,[],False,[]
pebble-durability-wait-apis,Add durability callbacks and wait APIs for sync writes,go,cockroachdb/pebble,1454d2bc0f378d7f34766afafee68a77e7b85995,2660,feature_request,59,44,8,654,16,670,200,200,0,0.0,0,18,50,4,0.425,0.565,7,4,0.829612,0.759565,0.162025,0.020938,0.885564,0.625,0.625,0.0,False,0.825329,medium,medium,True,[],True,[],True,[]
pest-character-class-coalescing,Coalesce qualifying choices into character classes,rust,pest-parser/pest,79dd30d11aab6f0fba3cd79bd48f456209b966b3,1146,feature_request,104,250,5,471,8,479,200,200,0,0.0,0,18,50,4,0.198611,0.22,14,1,0.417837,0.449223,0.0866,0.02125,0.802967,0.075,0.15,0.075,False,0.500648,hard,small,True,[],False,"[""base_model_equal_pass_rate"", ""high_model_count""]",False,"[""base_model_equal_pass_rate"", ""config_equal_pass_rate"", ""high_model_count""]"
prometheus-transactional-reload-status,Add transactional reload status and rollback tracking to Prometheus,typescript,prometheus/prometheus,24a057bbf9089677b4c49eac4ae1f28287ac8bb9,1841,feature_request,15,82,10,973,52,1025,200,200,0,0.0,0,18,50,4,0.246528,0.22,13,2,0.292076,0.301144,0.0641,0.026875,0.704589,0.025,0.125,0.1,True,0.396943,hard,large,True,[],False,"[""high_model_count""]",False,"[""base_model_equal_pass_rate"", ""config_equal_pass_rate"", ""high_model_count"", ""item_rest_correlation_config""]"
prometheus-typed-label-sorting,Fix PromQL label sorting across typed and untyped values,go,prometheus/prometheus,8b25b26a7653d9c7444f217a7f2ae9b327bda921,1529,bugfix,17,28,3,805,35,840,200,200,0,0.0,0,18,50,4,0.44375,0.49,7,5,0.615649,0.69302,0.1199,0.0325,0.786745,0.3673,0.475,0.1077,True,0.696396,medium,large,True,[],True,[],True,[]
psd-tools-blend-range-api,Add typed blend range access and blend-if compositing,python,psd-tools/psd-tools,c5e03189188daa3c5589326a9d74506d7dc48bc9,2448,feature_request,45,979,4,488,0,488,200,200,0,0.0,0,18,50,4,0.776389,0.815,1,12,0.59571,0.210641,0.089525,0.015312,0.853941,0.7755,0.85,0.0745,False,0.53624,easy,small,True,[],False,"[""config_equal_pass_rate"", ""low_model_count""]",False,"[""base_model_equal_pass_rate"", ""config_equal_pass_rate"", ""low_model_count""]"
pwntools-tube-multiplexing,Add tube multiplexing to pwntools,python,Gallopsled/pwntools,76894a5404a65d2800b6d0adaf3485ecba275caa,3450,feature_request,73,1,4,622,1,623,199,190,9,0.045226,9,18,50,2,0.315278,0.38,9,2,0.378623,0.281204,0.115322,0.032801,0.778556,0.4,0.475,0.075,False,0.459448,hard,medium,False,"[""minimum_effective_repeats"", ""verifier_timeouts""]",False,"[""high_model_count""]",False,"[""high_model_count""]"
python-statemachine-state-data-scoping,Add scoped state data to state machine callbacks and history,python,fgmacedo/python-statemachine,8d17ba9f6ba8420cf05fddb94013bc221ed9a222,1857,feature_request,72,1286,17,487,8,495,200,200,0,0.0,0,18,50,4,0.3375,0.345,11,3,0.504135,0.53193,0.147225,0.019688,0.882049,0.3061,0.25,-0.0561,False,0.603753,hard,small,True,[],True,[],False,"[""high_model_count""]"
query-persist-restored-query-state,Preserve restored query state in persisted snapshots,typescript,TanStack/query,1047cdc393fac7c98822c993d70c28f58833c63d,2835,feature_request,8,42,6,624,94,718,200,200,0,0.0,0,18,50,4,0.648611,0.72,3,8,0.103478,0.597959,0.0766,0.03125,0.710246,0.725,0.6,-0.125,True,0.408382,easy,medium,True,[],True,[],False,"[""config_equal_pass_rate"", ""low_model_count"", ""item_rest_correlation_config""]"
quill-shared-toolbar-focus,Reuse one toolbar across multiple Quill editors,typescript,slab/quill,539cbffd0a13b18e9c65eb84dd35e6596e403158,1510,feature_request,13,22,8,780,102,882,200,199,1,0.005,0,18,50,3,0.193056,0.255,16,0,0.288786,0.388909,0.068725,0.030312,0.693929,0.0,0.175,0.175,True,0.404578,hard,large,True,[],False,"[""base_model_equal_pass_rate"", ""high_model_count""]",False,"[""base_model_equal_pass_rate"", ""config_equal_pass_rate"", ""high_model_count"", ""item_rest_correlation_config""]"
returns-validated-error-accumulation,Add an error-accumulating Validated container,python,dry-python/returns,41607fae1289de2787523c452d75212206b9c7c0,3137,feature_request,159,61,7,1024,2,1026,200,200,0,0.0,0,18,50,4,0.790278,0.835,1,13,0.800551,0.747414,0.099025,0.009687,0.910889,0.9,0.9,0.0,False,0.771224,easy,large,True,[],False,"[""config_equal_pass_rate"", ""low_model_count""]",False,"[""base_model_equal_pass_rate"", ""config_equal_pass_rate"", ""low_model_count""]"
scc-bounded-memory-spilling,Add bounded-memory spilling to SCC aggregation,go,boyter/scc,bc2796e01998ebc2d40818323f93113aed2542ea,1916,feature_request,31,286,12,972,2,974,200,198,2,0.01,0,18,50,3,0.567361,0.575,3,5,0.457731,0.317265,0.111736,0.0339,0.767226,0.475,0.65,0.175,True,0.525268,medium,large,True,[],True,[],False,"[""low_model_count""]"
scriggo-method-declarations,Add method declarations and interface dispatch to Scriggo,go,open2b/scriggo,11703bb5e02cca28d08fe83ac9a4bdd2e087235e,958,feature_request,48,1049,18,747,122,869,198,196,2,0.010101,0,18,50,3,0.484028,0.59,7,8,0.731267,0.696825,0.1919,0.0125,0.938845,0.7,0.6,-0.1,True,0.787851,medium,large,True,[],True,[],True,[]
skrub-duration-encoding,Add duration encoding to TableVectorizer,python,skrub-data/skrub,24c4466fea94f551fb73d21eba54038dc5b346d3,3348,feature_request,130,2784,7,834,2,836,200,200,0,0.0,0,18,50,4,0.450694,0.56,8,6,0.720004,0.63855,0.1489,0.024375,0.859328,0.2245,0.6,0.3755,True,0.745644,medium,large,True,[],True,[],True,[]
sql-formatter-bigquery-pipe-formatting,Format BigQuery pipe syntax queries correctly,typescript,sql-formatter-org/sql-formatter,954e5a474b9e3d45ca58f02a3a4eac8e1947acc5,1697,feature_request,26,5709,11,534,34,568,200,200,0,0.0,0,18,50,4,0.806944,0.825,1,14,0.767787,0.69436,0.073125,0.017812,0.804124,0.875,0.875,0.0,False,0.71853,easy,small,True,[],False,"[""base_model_equal_pass_rate"", ""config_equal_pass_rate"", ""low_model_count""]",False,"[""base_model_equal_pass_rate"", ""config_equal_pass_rate"", ""low_model_count""]"
sqlfmt-create-table-ddl-formatting,Format CREATE TABLE DDL and add DDL parsing helpers,python,tconbeer/sqlfmt,da140993a4547170ef85dc5ce7ce1c270f4322b3,2969,feature_request,32,1273,10,754,0,754,200,199,1,0.005,0,18,50,3,0.211343,0.221667,14,1,0.167301,0.209703,0.054336,0.029919,0.6449,0.425,0.225,-0.2,True,0.29896,hard,medium,True,[],False,"[""high_model_count""]",False,"[""base_model_equal_pass_rate"", ""config_equal_pass_rate"", ""high_model_count"", ""item_rest_correlation_config""]"
sqlite-utils-safe-import-checkpoints,Add safe import checkpoints and invariant validation,python,simonw/sqlite-utils,8d74ffc93292c604d5827e2b44fffedca0c28c19,2509,feature_request,60,1038,5,848,9,857,200,200,0,0.0,0,18,50,4,0.509722,0.53,6,7,0.782437,0.858468,0.1291,0.03,0.811439,0.625,0.575,-0.05,False,0.827057,medium,large,True,[],True,[],True,[]
superjson-error-stack-serialization,Add error stack serialization to SuperJSON,typescript,flightcontrolhq/superjson,010c4bdb4b8758844fd44eacf38e42b22eba8aea,4061,feature_request,80,116,9,584,34,618,200,195,5,0.025,0,18,49,0,0.234722,0.316327,13,0,0.294911,0.27901,0.124427,0.022959,0.844225,0.3061,0.2857,-0.0204,False,0.418252,hard,medium,False,"[""minimum_effective_repeats""]",False,"[""high_model_count""]",False,"[""base_model_equal_pass_rate"", ""high_model_count"", ""item_rest_correlation_config""]"
task-task-graph-export,"Add task graph export with JSON, DOT, and text output",go,go-task/task,54bdcba369357b47e19066b57badfb216a4c8d95,2510,feature_request,20,17,4,640,2,642,200,200,0,0.0,0,18,50,4,0.710417,0.745,2,10,0.809674,0.798917,0.106225,0.020938,0.835348,0.75,0.825,0.075,False,0.789069,easy,medium,True,[],False,"[""low_model_count""]",False,"[""base_model_equal_pass_rate"", ""config_equal_pass_rate"", ""low_model_count""]"
tengo-callable-instance-isolation,Fix isolated Go-side calls for Tengo callables and closures,go,d5/tengo,3cad0da7a51b1206c6f01e3f4fbb44b976d5275c,1246,bugfix,23,122,4,642,24,666,200,200,0,0.0,0,18,50,4,0.551389,0.595,5,7,0.717593,0.577071,0.154725,0.021562,0.877686,0.5918,0.625,0.0332,False,0.732444,medium,medium,True,[],True,[],True,[]
tengo-destructuring-bindings,Add destructuring bindings to Tengo,go,d5/tengo,3cad0da7a51b1206c6f01e3f4fbb44b976d5275c,952,feature_request,91,132,6,819,14,833,200,200,0,0.0,0,18,50,4,0.483333,0.54,6,6,0.794298,0.801694,0.1559,0.023125,0.870828,0.6327,0.725,0.0923,False,0.82869,medium,large,True,[],True,[],True,[]
termenv-preserve-ansi-resets,Preserve ANSI resets during truncation and styling,go,muesli/termenv,368a3572b8146cc038b3f240da6792003d7e42c5,1557,feature_request,35,87,8,512,20,532,200,197,3,0.015,0,18,50,1,0.1875,0.175,16,1,0.264807,0.164236,0.040625,0.025937,0.610329,0.175,0.1081,-0.0669,False,0.319788,hard,small,False,"[""minimum_effective_repeats""]",False,"[""base_model_equal_pass_rate"", ""config_equal_pass_rate"", ""high_model_count""]",False,"[""base_model_equal_pass_rate"", ""config_equal_pass_rate"", ""high_model_count"", ""item_rest_correlation_config""]"
testem-bail-on-test-failure,Add bail-on-test-failure handling to Testem,javascript,testem/testem,06a1adb7a70e85e7322d8cfae3181508785de95d,2376,feature_request,90,489,18,544,16,560,200,198,2,0.01,0,18,50,3,0.167361,0.2,15,0,0.50676,0.610835,0.081111,0.020463,0.798541,0.275,0.15,-0.125,True,0.573931,hard,small,True,[],False,"[""base_model_equal_pass_rate"", ""high_model_count""]",False,"[""base_model_equal_pass_rate"", ""config_equal_pass_rate"", ""high_model_count""]"
testem-per-launcher-reports,Partition report files by launcher and expand report templates,javascript,testem/testem,158f61ea91c9613d2011c41ee9be40ada1d7a307,2092,feature_request,65,469,6,455,48,503,200,199,1,0.005,0,18,50,3,0.694444,0.7,3,10,0.721128,0.505512,0.15,0.015,0.909091,0.75,0.95,0.2,True,0.693815,easy,small,True,[],True,[],False,"[""low_model_count""]"
textual-kitty-key-phases,Complete Kitty keyboard phases and stable fallback key metadata,python,Textualize/textual,9737a5ab723f79e59f0a83eb036a3d15fad6b054,1665,feature_request,23,57,7,497,39,536,200,200,0,0.0,0,18,50,4,0.320833,0.35,9,3,0.7048,0.85306,0.1075,0.03,0.781818,0.5,0.425,-0.075,False,0.750956,hard,small,True,[],True,[],False,"[""high_model_count""]"
textual-richlog-follow-state,Restore RichLog follow-state parity and expand reflow behavior,python,Textualize/textual,0f0849fd37fbd0d4d6f81889476c22340129df67,1564,feature_request,20,6,3,521,107,628,200,200,0,0.0,0,18,50,4,0.55625,0.64,5,8,0.610313,0.57172,0.1229,0.026875,0.820564,0.625,0.6,-0.025,False,0.670434,medium,medium,True,[],True,[],True,[]
tomlkit-toml-table-converters,Add bidirectional TOML table converters,python,python-poetry/tomlkit,dd05eebc8ed9e30fc6c223088a5a450cb54c1cab,1944,feature_request,60,964,4,597,0,597,200,198,2,0.01,0,18,50,3,0.590278,0.63,5,9,0.587226,0.526663,0.1681,0.01625,0.911852,0.7347,0.75,0.0153,False,0.660232,medium,medium,True,[],True,[],True,[]
true-myth-iterable-collection-combinators,Add iterable collection combinators to true-myth,typescript,true-myth/true-myth,d8fbebc75de4991a32354518beff1abf628d0b07,1975,feature_request,96,561,4,455,0,455,200,197,3,0.015,0,18,50,3,0.891667,0.895,0,16,0.588516,0.531975,0.037725,0.014063,0.728458,0.975,0.975,0.0,False,0.565184,easy,small,True,[],False,"[""base_model_equal_pass_rate"", ""config_equal_pass_rate"", ""low_model_count""]",False,"[""base_model_equal_pass_rate"", ""config_equal_pass_rate"", ""low_model_count""]"
ts-pattern-match-each,Add `matchEach` to ts-pattern,typescript,gvergnaud/ts-pattern,f66fc061fde4f764b113ededa09be63dae564159,2970,feature_request,85,6,5,582,43,625,200,200,0,0.0,0,18,50,4,0.747222,0.74,1,11,0.419571,0.120505,0.0674,0.03125,0.683224,0.725,0.7,-0.025,False,0.406133,easy,medium,True,[],False,"[""low_model_count""]",False,"[""base_model_equal_pass_rate"", ""config_equal_pass_rate"", ""low_model_count""]"
updo-policy-alerting,"Add policy-based alerting for failures, latency, and SSL expiry",go,Owloops/updo,9ecd74f5bd56fa915501e5b77da044d97c450a74,4471,feature_request,17,123,10,669,193,862,200,199,1,0.005,0,18,50,3,0.077083,0.135,16,0,0.454537,0.406349,0.058025,0.014687,0.798006,0.2245,0.0769,-0.1476,True,0.481147,hard,large,True,[],False,"[""base_model_equal_pass_rate"", ""config_equal_pass_rate"", ""high_model_count""]",False,"[""base_model_equal_pass_rate"", ""config_equal_pass_rate"", ""high_model_count""]"
valibot-recursive-schema-composition,Add recursive schema composition to Valibot,typescript,open-circle/valibot,50016c77c808f9ca80391cf1abc96cc5416cf57d,1552,feature_request,10,209,22,654,180,834,200,198,2,0.01,0,18,50,3,0.597917,0.695,4,7,0.795615,0.872567,0.128225,0.020938,0.859633,0.6735,0.675,0.0015,False,0.828512,medium,large,True,[],True,[],True,[]
vitest-duration-sharding,Add duration-aware sharding to Vitest,typescript,vitest-dev/vitest,647e6ade3b99523e3a0387a65fccfe918c331236,4311,feature_request,56,24,10,837,4,841,200,200,0,0.0,0,18,50,4,0.757639,0.755,1,13,0.733963,0.769257,0.101225,0.020938,0.828609,0.725,0.9,0.175,True,0.736792,easy,large,True,[],False,"[""low_model_count""]",False,"[""base_model_equal_pass_rate"", ""config_equal_pass_rate"", ""low_model_count""]"
vulture-persistent-analysis-cache,Add a persistent analysis cache to Vulture,python,jendrikseipp/vulture,1eb212f0a0707ad6f4c720bb2010c2b7517cf0f9,2280,feature_request,24,295,3,668,4,672,200,199,1,0.005,0,18,50,3,0.315278,0.29,11,2,-0.327446,-0.409427,0.0859,0.03,0.741156,0.775,0.175,-0.6,True,-0.038421,hard,medium,True,[],False,"[""high_model_count""]",False,"[""config_equal_pass_rate"", ""high_model_count"", ""item_rest_correlation_config""]"
wasmi-trap-coredumps,Add trap coredump generation to wasmi,rust,wasmi-labs/wasmi,e1f76e285b9ad68a952b7cf5297bbb7ab91e6028,3058,feature_request,22,58,11,596,46,642,200,200,0,0.0,0,18,50,4,0.650694,0.67,2,9,0.758639,0.714646,0.1686,0.013125,0.927775,0.7,0.825,0.125,True,0.775465,easy,medium,True,[],False,"[""low_model_count""]",False,"[""low_model_count""]"
wazero-multi-module-snapshots,Add multi-module memory snapshots to wazero,go,wazero/wazero,3ec1e028c8cbda984a71bf72321008723ebdcb51,3584,feature_request,78,2,14,552,0,552,200,198,2,0.01,0,18,50,2,0.70625,0.775,2,10,0.451258,0.438023,0.093125,0.020313,0.820937,0.675,0.6316,-0.0434,False,0.535509,easy,small,False,"[""minimum_effective_repeats""]",False,"[""low_model_count""]",False,"[""base_model_equal_pass_rate"", ""config_equal_pass_rate"", ""low_model_count""]"
yaegi-go-embed-directives,Add go:embed directive support for interpreted packages,go,traefik/yaegi,fcb76d1ece0c3edc2548c39aa5b170475d2261bb,1300,feature_request,38,58,3,613,4,617,200,200,0,0.0,0,18,50,4,0.595833,0.625,4,7,0.485395,0.594436,0.083125,0.037812,0.687339,0.725,0.55,-0.175,True,0.585338,medium,medium,True,[],True,[],True,[]
yjs-map-conflict-detection,Add deterministic map conflict detection to Y.Map writes,javascript,yjs/yjs,7795050a749bd1111cbbdd9d0219b27226a8e710,1659,feature_request,9,231,8,647,6,653,200,200,0,0.0,0,18,50,4,0.736111,0.765,2,15,0.673959,0.479471,0.071025,0.027187,0.723177,0.825,0.75,-0.075,False,0.620562,easy,medium,True,[],False,"[""low_model_count""]",False,"[""base_model_equal_pass_rate"", ""config_equal_pass_rate"", ""low_model_count""]"
ytt-jsonpath-query-api,Add JSONPath query APIs to orderedmap and Starlark modules,go,carvel-dev/ytt,452382821dd9dae7cc36995960656bb94dc47212,2418,feature_request,103,1,5,1185,0,1185,200,196,4,0.02,0,18,50,2,0.747917,0.785,1,13,0.621312,0.704138,0.077525,0.024063,0.763135,0.875,0.8947,0.0197,False,0.658669,easy,large,False,"[""minimum_effective_repeats""]",False,"[""low_model_count""]",False,"[""base_model_equal_pass_rate"", ""config_equal_pass_rate"", ""low_model_count""]"
